publish_date,title,channel,time_periods,coordinate_count,coordinates,coordinates_raw,content_preview,url,scraped_at,start_date,end_date
2026-07-10,MILITARY MISSION—LN258/26,辽宁海事局,,4,"38.8617,121.6367; 38.57,121.6367; 38.565,121.1317; 38.8033,121.235",38-51.7N121-38.2E; 38-34.2N121-38.2E; 38-33.9N121-07.9E; 38-48.2N121-14.1E,"English 首页 机构职能 机构职责 领导介绍 内设机构 直属单位 政府信息公开 法定主动公开内容 政府信息公开指南 政府信息公开制度 政府信息公开年报 依申请公开 互联网+政务 我要办事 在线查询 航行安全 AIS信息服务 安全信息 北极航道 安全知识 潮汐查询 搜救辅助 海图改正通告 海图服务 事故教训 海事履约 互动交流 在线访谈 政策法规解读 网上咨询 意见征集·在线调查 局长信箱 投诉举报 海事数据 首页 航行安全 安全信息 航行警告 辽宁海事局 MILITARY MISSION—LN258/26 来源：大连海事局 文号：LN258/26 发布时间：2026-07-10 10:38 [字体： 大 中 小 ] 分享到： LN258/26 BOHAI STRAIT AND NORTH YELLOW SEA MILITARY MISSION IN AREA BOUNDED BY THE LINES JOINING 38-51.7N121-38.2E,38-34.2N121-38.2E,38-33.9N121-07.9E,38-48.2N121-14.1E FROM 120800",https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/9b87b12375a69787.html?hav=1jWj6r2hy2JdDxB9zu34FELwd5,2026-07-11T01:35:24.594600,,
2026-07-10,实弹射击—云航警108/26,连云港海事局,07/16-07/17 每日 0900-1200,4,"34.0518,120.4038; 34.0255,120.408; 34.0112,120.5037; 34.1285,120.45",34-03.11N120-24.23E; 34-01.53N120-24.48E; 34-00.67N120-30.22E; 34-07.71N120-27.00E,"English 首页 机构职能 机构职责 领导介绍 内设机构 直属单位 政府信息公开 法定主动公开内容 政府信息公开指南 政府信息公开制度 政府信息公开年报 依申请公开 互联网+政务 我要办事 在线查询 航行安全 AIS信息服务 安全信息 北极航道 安全知识 潮汐查询 搜救辅助 海图改正通告 海图服务 事故教训 海事履约 互动交流 在线访谈 政策法规解读 网上咨询 意见征集·在线调查 局长信箱 投诉举报 海事数据 首页 航行安全 安全信息 航行警告 连云港海事局 实弹射击—云航警108/26 来源：盐城海事局 文号：云航警108/26 发布时间：2026-07-10 16:46 [字体： 大 中 小 ] 分享到： 云航警108/26，黄海南部，自7月16日至7月17日每天0900时至1200时、1500时至1800时在34-03.11N120-24.23E,34-01.53N120-24.48E,34-00.67N120-30.22E,34-07.71N120-27.00E诸点连线范围内进行实弹射击。禁止驶入。 收藏 打印本页 关闭窗口 下载PDF文件 分享到微信朋友圈 x 打开微信，",https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/d72fed54e5514869af93348b5ebd979a.html?hav=1jWj6r2hy2JdDxBA01mdT6zQ93,2026-07-11T01:36:27.696177,2026-07-16,2026-07-17
2026-07-13,MILITARY TRAINING—GX58/26,广西海事局,07/14-07/16 每日 0100-1000,4,"21.3833,108.79; 21.3833,108.9667; 21.2067,108.9667; 21.2067,108.79",21-23.00N 108-47.40E; 21-23.00N 108-58.00E; 21-12.40N 108-58.00E; 21-12.40N 108-47.40E,GX58/26 发布时间：2026-07-13 15:45 [字体： 大 中 小 ] 分享到： GX58/26 ，BEIBU BAY，MILITARY TRAINING IN AREA BOUNDED BY THE LINES JOINING 21-23.00N 108-47.40E；21-23.00N 108-58.00E；21-12.40N 108-58.00E；21-12.40N 108-47.40E 0100 UTC TO 1000 UTC DAILY FROM 14 TO 16 JUL. ENTERING PROHIBITED．GUANGXI MSA CHINA.,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/412eb7b64a28192a.html?hav=1jWj6r2hy2JdE1ZPfmGrYvrHbG,2026-07-14T05:09:15.573157,2026-07-14,2026-07-16
2026-07-13,搜救演习—沪航警538/26,上海海事局,07/14 1200-1330,0,,,沪航警538/26，长江口，7月14日1200时至1330时、15日0800时至1000时、1300时至1530时，在外高桥救捞码头前沿800米，上下游各1海里水域内举行救助演练，无关船舶禁止驶入。 请过往船舶注意。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/9ff395c40bfe4485843a2aa7b986b4ef.html?hav=1jWj6r2hy2JdE1ZPfq8duWFqfi,2026-07-14T05:08:27.301161,2026-07-14,2026-07-14
2026-07-13,军事任务—冀航警450/26,河北海事局,07/14 0000 至 07/17 2400,4,"39.4097,119.2289; 39.4097,119.2922; 39.3225,119.4964; 39.1878,119.1983",N 39°24′35″、E 119°13′44″; N39°24′35″、E 119°17′32″; N39°19′21″、E 119°29′47″; N39°11′16″、E 119°11′54″,冀航警450/26，渤海，7月14日0000时至7月17日2400时， 以N 39°24′35″、E 119°13′44″为顶点，正东方向至N39°24′35″、E 119°17′32″，再至N39°19′21″、E 119°29′47″端点，顶点正南偏西6°方向至N39°11′16″、E 119°11′54″端点，以顶点为中心半径25公里的部分圆弧将两个端点连接，形成不规则的闭合范围。该区域内进行实弹射击活动。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/7c2f55ab9cd648578ec0a8b838374400.html?hav=1jWj6r2hy2JdE1ZPfh799zQpJk,2026-07-13T05:48:19.955767,2026-07-14,2026-07-17
2026-07-13,实弹射击—粤航警452/26,广东海事局,07/14-07/16 每日 0930-1730,4,"21.7833,113.6333; 21.7833,113.6833; 21.7333,113.6833; 21.7333,113.6333",21-47.00N 113-38.00E; 21-47.00N 113-41.00E; 21-44.00N 113-41.00E; 21-44.00N 113-38.00E,粤航警452/26，南海，7月14日至16日每天0930时至1730时，在以下四点连线海域内进行实弹射击： （1）21-47.00N 113-38.00E； （2）21-47.00N 113-41.00E； （3）21-44.00N 113-41.00E; （4）21-44.00N 113-38.00E。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/e20d3f0888f4450688f17907a2fc4365.html?hav=1jWj6r2hy2JdE1ZPfmGrdZ7LAV,2026-07-14T05:09:06.173240,2026-07-14,2026-07-16
2026-07-13,实弹射击—粤航警447/26,广东海事局,07/14-07/16 每日 0800-1800,0,,,粤航警447/26，南海，7月14日至16日，每天0800时至1800时，在以下四点连线海域内进行实弹射击： （1）20-53.0N，110-54.0E； （2）20-53.0N，110-59.0E； （3）20-48.0N，110-59.0E； （4）20-48.0N，110-54.0E。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/c5a388a070d8447d9c1279695a1542b7.html?hav=1jWj6r2hy2JdE1ZPaXP39tDNi7,2026-07-13T05:48:32.654507,2026-07-14,2026-07-16
2026-07-13,军事训练—桂航警150/26,广西海事局,07/14-07/16 每日 0900-1800,4,"21.3833,108.79; 21.3833,108.9667; 21.2067,108.9667; 21.2067,108.79",21-23.00N 108-47.40E; 21-23.00N 108-58.00E; 21-12.40N 108-58.00E; 21-12.40N 108-47.40E,桂航警150/26，北部湾，7月14日至7月16日每日0900时至1800时，在21-23.00N 108-47.40E；21-23.00N 108-58.00E；21-12.40N 108-58.00E；21-12.40N 108-47.40E连线海域范围内进行军事训练，禁止船舶驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/04129b6efa20410d85aa9eba4b384d0c.html?hav=1jWj6r2hy2JdE1ZPfmGrYvrHbG,2026-07-14T05:09:12.536242,2026-07-14,2026-07-16
2026-07-14,BOHAI SEA MILITARY EXERCISES—LN264/26,辽宁海事局,,4,"39.8517,119.8637; 40.1897,120.3922; 40.1883,120.4955; 40.3628,120.5888",39-51.10N 119-51.82E; 40-11.38N 120-23.53E; 40-11.30N 120-29.73E; 40-21.77N 120-35.33E,"English 首页 机构职能 机构职责 领导介绍 内设机构 直属单位 政府信息公开 法定主动公开内容 政府信息公开指南 政府信息公开制度 政府信息公开年报 依申请公开 互联网+政务 我要办事 在线查询 航行安全 AIS信息服务 安全信息 北极航道 安全知识 潮汐查询 搜救辅助 海图改正通告 海图服务 事故教训 海事履约 互动交流 在线访谈 政策法规解读 网上咨询 意见征集·在线调查 局长信箱 投诉举报 海事数据 首页 航行安全 安全信息 航行警告 辽宁海事局 BOHAI SEA MILITARY EXERCISES—LN264/26 来源：葫芦岛海事局 文号：LN264/26 发布时间：2026-07-14 18:56 [字体： 大 中 小 ] 分享到： LN264/26 BOHAI SEA MILITARY EXERCISES IN AREA BOUNDED BY THE LINES JOINING 39-51.10N 119-51.82E,40-11.38N 120-23.53E,40-11.30N 120-29.73E,40-21.77N 120-35.33E,40-06.63",https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/c466ccd6b6934914.html?hav=1jWj6r2hy2JdE32AEQjMkiEuaG,2026-07-15T05:09:17.572999,,
2026-07-14,渤海军事演习—辽航警301/26,辽宁海事局,07/15 2000 至 07/16 0600,6,"39.8517,119.8637; 40.1897,120.3922; 40.1883,120.4955; 40.3628,120.5888; 40.1105,120.6313; 39.8538,120.2475",39-51.10N 119-51.82E; 40-11.38N 120-23.53E; 40-11.30N 120-29.73E; 40-21.77N 120-35.33E; 40-06.63N 120-37.88E; 39-51.23N 120-14.85E,辽航警301/26，渤海，自7月15日2000时至16日0600时在39-51.10N 119-51.82E、40-11.38N 120-23.53E、40-11.30N 120-29.73E、40-21.77N 120-35.33E、40-06.63N 120-37.88E和39-51.23N 120-14.85E诸点连线范围内进行军事演习。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/425adb3462ac41a688bc9df6bd1572b0.html?hav=1jWj6r2hy2JdE32AEQjMkiEuaG,2026-07-15T05:09:14.560680,2026-07-15,2026-07-16
2026-07-14,实弹射击—鲁航警549/26,山东海事局,07/15 0000 至 07/17 2400,4,"37.3445,119.3297; 37.3412,119.3883; 37.1762,119.3908; 37.1647,119.2937",37-20.67N 119-19.78E; 37-20.47N 119-23.30E; 37-10.57N 119-23.45E; 37-09.88N 119-17.62E,鲁航警549/26，渤海 潍坊港，7月15日0000时至17日2400时在37-20.67N 119-19.78E、37-20.47N 119-23.30E、37-10.57N 119-23.45E、37-09.88N 119-17.62E诸点连线范围内进行实弹射击。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/0a199aa061e04d3c96a46d18797b84ab.html?hav=1jWj6r2hy2JdE32AEGPwAwmvQX,2026-07-14T05:08:56.511019,2026-07-15,2026-07-17
2026-07-15,军事训练—琼航警128/26,海南海事局,07/21 0600 至 07/24 1800,4,"19.8725,110.9545; 19.995,110.9517; 19.9925,111.0297; 19.8728,111.0105",19-52.35N/110-57.27E; 19-59.70N/110-57.10E; 19-59.55N/111-01.78E; 19-52.37N/111-00.63E,琼航警128/26，南海，自7月21日0600时至7月24日1800时，在19-52.35N/110-57.27E、19-59.70N/110-57.10E、19-59.55N/111-01.78E和19-52.37N/111-00.63E四点连线水域范围内进行军事训练，禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/f5b28caa923748a59079b35b0dd7e6e6.html?hav=1jWj6r2hy2JdE4UusCK6tUxFM1,2026-07-16T05:19:44.967166,2026-07-21,2026-07-24
2026-07-15,军事训练—琼航警127/26,海南海事局,07/17-07/19 每日 1930-2200,1,"19.6187,110.9553",19-37.12N /110-57.32E,琼航警127/26，南海，自7月17日至7月19日，每日1930时至2200时，在以19-37.12N /110-57.32E为中心，10海里为半径的圆形区域内进行军事训练，禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/4a1bd46c47eb4618a6d8f22d04af9519.html?hav=1jWj6r2hy2JdE4UusCK6yDtHJx,2026-07-16T05:19:48.283415,2026-07-17,2026-07-19
2026-07-15,MILITARY ACTIVITY-LAIZHOU BAY—SD510/26,山东海事局,07/16 至 07/17,4,"37.5683,119.807; 37.56,119.9158; 37.4487,119.8222; 37.4633,119.6783",37-34.10N 119-48.42E; 37-33.60N 119-54.95E; 37-26.92N 119-49.33E; 37-27.80N 119-40.70E,"SD510/26 BOHAI SEA LAIZHOU BAY,MILITARY ACTIVITY IN AREA BOUNDED BY THE LINES JOINING 37-34.10N 119-48.42E,37-33.60N 119-54.95E,37-26.92N 119-49.33E,37-27.80N 119-40.70E FROM 16 TO 17 JUL.ENTER PROHIBITED.SHANDONG MSA CHINA.",https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/42c8f3db6ad2b56f.html?hav=1jWj6r2hy2JdE4UuhiaUJSWmu0,2026-07-15T05:09:39.909494,2026-07-16,2026-07-17
2026-07-15,军事活动-莱州湾—鲁航警554/26,山东海事局,07/16 至 07/17,4,"37.5683,119.807; 37.56,119.9158; 37.4487,119.8222; 37.4633,119.6783",37-34.10N 119-48.42E; 37-33.60N 119-54.95E; 37-26.92N 119-49.33E; 37-27.80N 119-40.70E,鲁航警554/26，渤海，莱州湾，7月16日至17日在37-34.10N 119-48.42E、37-33.60N 119-54.95E、37-26.92N 119-49.33E、37-27.80N 119-40.70E各点连线水域内进行军事活动。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/97194553fecc4e9f8ef60be6416862e8.html?hav=1jWj6r2hy2JdE4UuhiaUJSWmu0,2026-07-15T05:09:43.100995,2026-07-16,2026-07-17
2026-07-15,MILITARY EXERCISES—HN123/26,海南海事局,,4,"19.8725,110.9545; 19.995,110.9517; 19.9925,111.0297; 19.8728,111.0105",19-52.35N/110-57.27E; 19-59.70N/110-57.10E; 19-59.55N/111-01.78E; 19-52.37N/111-00.63E,English 首页 机构职能 机构职责 领导介绍 内设机构 直属单位 政府信息公开 法定主动公开内容 政府信息公开指南 政府信息公开制度 政府信息公开年报 依申请公开 互联网+政务 我要办事 在线查询 航行安全 AIS信息服务 安全信息 北极航道 安全知识 潮汐查询 搜救辅助 海图改正通告 海图服务 事故教训 海事履约 互动交流 在线访谈 政策法规解读 网上咨询 意见征集·在线调查 局长信箱 投诉举报 海事数据 首页 航行安全 安全信息 航行警告 海南海事局 MILITARY EXERCISES—HN123/26 来源：清澜海事局 文号：HN123/26 发布时间：2026-07-15 21:45 [字体： 大 中 小 ] 分享到： HN123/26 SOUTH CHINA SEA . MILITARY EXERCISES IN AREA BOUNDED BY THE LINES JOINING 19-52.35N/110-57.27E、19-59.70N/110-57.10E、19-59.55N/111-01.78E AND 19-52.37N/111-00.63E FROM 20,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/32126c17d80a9b71.html?hav=1jWj6r2hy2JdE4UusCK6tUxFM1,2026-07-16T05:19:43.080529,,
2026-07-15,MILITARY ACTIVITIES—HN122/26,海南海事局,07/17 1130 至 07/19 1400,1,"19.6187,110.9553",19-37.12N /110-57.32E,English 首页 机构职能 机构职责 领导介绍 内设机构 直属单位 政府信息公开 法定主动公开内容 政府信息公开指南 政府信息公开制度 政府信息公开年报 依申请公开 互联网+政务 我要办事 在线查询 航行安全 AIS信息服务 安全信息 北极航道 安全知识 潮汐查询 搜救辅助 海图改正通告 海图服务 事故教训 海事履约 互动交流 在线访谈 政策法规解读 网上咨询 意见征集·在线调查 局长信箱 投诉举报 海事数据 首页 航行安全 安全信息 航行警告 海南海事局 MILITARY ACTIVITIES—HN122/26 来源：清澜海事局 文号：HN122/26 发布时间：2026-07-15 21:45 [字体： 大 中 小 ] 分享到： HN122/26  SOUTH CHINA SEA  MILITARY ACTIVITIES IN AREA WITHIN 10 MILES RADIUS OF 19-37.12N /110-57.32E FROM 171130 UTC TO 191400 UTC JUL. ENTERING PROHIBITED. HAINAN MSA CHINA. ,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/69c890466a4f392d.html?hav=1jWj6r2hy2JdE4UusCK6yDtHJx,2026-07-16T05:19:50.799101,2026-07-17,2026-07-19
2026-07-15,渤海军事演习—辽航警309/26,辽宁海事局,07/16 0430-1200,4,"40.5765,120.8455; 40.5765,120.8712; 40.5567,120.8712; 40.5567,120.8455",40-34.59N 120-50.73E; 40-34.59N 120-52.27E; 40-33.40N 120-52.27E; 40-33.40N 120-50.73E,辽航警309/26，渤海，自7月16日0430时至7月16日1200时在40-34.59N 120-50.73E、40-34.59N 120-52.27E、40-33.40N 120-52.27E和40-33.40N 120-50.73E诸04点连线范围内进行军事演习。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/df805fe2a88944b1b577952b207af61c.html?hav=1jWj6r2hy2JdE4Uun1K4uiElTX,2026-07-16T05:19:05.347146,2026-07-16,2026-07-16
2026-07-15,BOHAI SEA  MILITARY EXERCISES—LN268/26,辽宁海事局,,4,"40.5765,120.8455; 40.5765,120.8712; 40.5567,120.8712; 40.5567,120.8455",40-34.59N 120-50.73E; 40-34.59N 120-52.27E; 40-33.40N 120-52.27E; 40-33.40N 120-50.73E,"English 首页 机构职能 机构职责 领导介绍 内设机构 直属单位 政府信息公开 法定主动公开内容 政府信息公开指南 政府信息公开制度 政府信息公开年报 依申请公开 互联网+政务 我要办事 在线查询 航行安全 AIS信息服务 安全信息 北极航道 安全知识 潮汐查询 搜救辅助 海图改正通告 海图服务 事故教训 海事履约 互动交流 在线访谈 政策法规解读 网上咨询 意见征集·在线调查 局长信箱 投诉举报 海事数据 首页 航行安全 安全信息 航行警告 辽宁海事局 BOHAI SEA  MILITARY EXERCISES—LN268/26 来源：葫芦岛海事局 文号：LN268/26 发布时间：2026-07-15 18:05 [字体： 大 中 小 ] 分享到： LN268/26 BOHAI SEA  MILITARY EXERCISES IN AREA BOUNDED BY THE LINES JOINING 40-34.59N 120-50.73E,40-34.59N 120-52.27E,40-33.40N 120-52.27E AND 40-33.40N 120-50.73E FR",https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/79a4e2a2b32540ea.html?hav=1jWj6r2hy2JdE4Uun1K4uiElTX,2026-07-16T05:19:03.369893,,
2026-07-17,军事活动-莱州湾—鲁航警569/26,山东海事局,07/20 至 07/21,4,"37.6102,119.8025; 37.597,119.93; 37.4593,119.81; 37.4722,119.663",37-36.61N 119-48.15E; 37-35.82N 119-55.80E; 37-27.56N 119-48.60E; 37-28.33N 119-39.78E,鲁航警569/26，渤海，莱州湾，7月20日至21日在37-36.61N 119-48.15E、37-35.82N 119-55.80E、37-27.56N 119-48.60E、37-28.33N 119-39.78E各点连线水域内进行军事活动。禁止驶入。撤销鲁航警554/26。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/78212c287c8841dbac3435afc303e07a.html?hav=1jWj6r2hy2JdE7QPotlvF5nDkn,2026-07-17T05:22:14.499999,2026-07-20,2026-07-21
2026-07-17,MILITARY ACTIVITY-LAIZHOU BAY—SD525/26,山东海事局,,4,"37.6102,119.8025; 37.597,119.93; 37.4593,119.81; 37.4722,119.663",37-36.61N 119-48.15E; 37-35.82N 119-55.80E; 37-27.56N 119-48.60E; 37-28.33N 119-39.78E,"English 首页 机构职能 机构职责 领导介绍 内设机构 直属单位 政府信息公开 法定主动公开内容 政府信息公开指南 政府信息公开制度 政府信息公开年报 依申请公开 互联网+政务 我要办事 在线查询 航行安全 AIS信息服务 安全信息 北极航道 安全知识 潮汐查询 搜救辅助 海图改正通告 海图服务 事故教训 海事履约 互动交流 在线访谈 政策法规解读 网上咨询 意见征集·在线调查 局长信箱 投诉举报 海事数据 首页 航行安全 安全信息 航行警告 山东海事局 MILITARY ACTIVITY-LAIZHOU BAY—SD525/26 来源：烟台海事局 文号：SD525/26 发布时间：2026-07-17 09:17 [字体： 大 中 小 ] 分享到： SD525/26 BOHAI SEA MILITARY ACTIVITY IN AREA BOUNDED BY THE LINES JOINING 37-36.61N 119-48.15E,37-35.82N 119-55.80E,37-27.56N 119-48.60E,37-28.33N 119-39.78E FROM 20 T",https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/fa4584ee2667dc7a.html?hav=1jWj6r2hy2JdE7QPotlvF5nDkn,2026-07-17T05:22:17.408570,,
2026-07-17,军事演习—粤航警483/26,广东海事局,07/18 0000-2400,6,"23.5528,117.1138; 23.525,117.125; 23.5295,117.2463; 23.5167,117.2542; 23.6362,117.3083; 23.6445,117.2888",23-33.17N 117-06.83E; 23-31.50N 117-07.50E; 23-31.77N 117-14.78E; 23-31.00N 117-15.25E; 23-38.17N 117-18.50E; 23-38.67N 117-17.33E,粤航警483/26，南海，自2026年7月18日0000时至2400时，在以六点连线海域内进行军事活动： （1）23-33.17N 117-06.83E; （2）23-31.50N 117-07.50E; （3）23-31.77N 117-14.78E; （4）23-31.00N 117-15.25E; （5）23-38.17N 117-18.50E; （6）23-38.67N 117-17.33E。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/cd39685149124b48a39f0f1e25fd9e63.html?hav=1jWj6r2hy2JdE7QPuBDaXhuCye,2026-07-18T05:05:04.986069,2026-07-18,2026-07-18
2026-07-17,MILITARY ACTIVITY—GD426/26,广东海事局,,5,"23.5528,117.1138; 23.525,117.125; 23.5295,117.2463; 23.5167,117.2542; 23.6362,117.3083",23-33.17N 117-06.83E; 23-31.50N 117-07.50E; 23-31.77N 117-14.78E; 23-31.00N 117-15.25E; 23-38.17N 117-18.50E,English 首页 机构职能 机构职责 领导介绍 内设机构 直属单位 政府信息公开 法定主动公开内容 政府信息公开指南 政府信息公开制度 政府信息公开年报 依申请公开 互联网+政务 我要办事 在线查询 航行安全 AIS信息服务 安全信息 北极航道 安全知识 潮汐查询 搜救辅助 海图改正通告 海图服务 事故教训 海事履约 互动交流 在线访谈 政策法规解读 网上咨询 意见征集·在线调查 局长信箱 投诉举报 海事数据 首页 航行安全 安全信息 航行警告 广东海事局 MILITARY ACTIVITY—GD426/26 来源：潮州海事局 文号：GD426/26 发布时间：2026-07-17 17:11 [字体： 大 中 小 ] 分享到： GD426/26 SOUTH CHINA SEA MILITARY ACTIVITY IN AREA BOUNDED BY 23-33.17N 117-06.83E;23-31.50N 117-07.50E;23-31.77N 117-14.78E;23-31.00N 117-15.25E;23-38.17N 117-18.50E;23-38.67N 11,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/134c8dc08a242ff3.html?hav=1jWj6r2hy2JdE7QPuBDaXhuCye,2026-07-18T05:05:03.155320,,
2026-07-18,MILITARY MISSION—LN272/26,辽宁海事局,07/18 1000 至 07/20 1000,4,"39.85,119.8833; 39.85,120.6167; 39.3167,120.6167; 39.3167,119.8833",39-51N119-53E; 39-51N120-37E; 39-19N120-37E; 39-19N119-53E,"English 首页 机构职能 机构职责 领导介绍 内设机构 直属单位 政府信息公开 法定主动公开内容 政府信息公开指南 政府信息公开制度 政府信息公开年报 依申请公开 互联网+政务 我要办事 在线查询 航行安全 AIS信息服务 安全信息 北极航道 安全知识 潮汐查询 搜救辅助 海图改正通告 海图服务 事故教训 海事履约 互动交流 在线访谈 政策法规解读 网上咨询 意见征集·在线调查 局长信箱 投诉举报 海事数据 首页 航行安全 安全信息 航行警告 辽宁海事局 MILITARY MISSION—LN272/26 来源：大连海事局 文号：LN272/26 发布时间：2026-07-18 12:43 [字体： 大 中 小 ] 分享到： LN272/26 BOHAI SEA MILITARY MISSION IN AREA BOUNDED BY THE LINES JOINING 39-51N119-53E,39-51N120-37E,39-19N120-37E,39-19N119-53E FROM 181000UTC TO 201000UTC JUL.ENTERING PROHIBITED",https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/6e74159b2eabf4b6.html?hav=1jWj6r2hy2JdE8tASfMfgZlM0c,2026-07-18T05:04:36.786952,2026-07-18,2026-07-20
2026-07-18,军事任务—辽航警315/26,辽宁海事局,07/18 1800 至 07/20 1800,4,"39.85,119.8833; 39.85,120.6167; 39.3167,120.6167; 39.3167,119.8833",39-51N119-53E; 39-51N120-37E; 39-19N120-37E; 39-19N119-53E,辽航警315/26，渤海，自7月18日1800时至20日1800时在39-51N119-53E、39-51N120-37E、39-19N120-37E、39-19N119-53E诸点连线范围内执行军事任务。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/6b1423954d684d8b8a9220b39d0a59b9.html?hav=1jWj6r2hy2JdE8tASfMfgZlM0c,2026-07-18T05:04:34.393777,2026-07-18,2026-07-20
2026-07-18,实弹射击—粤航警484/26,广东海事局,07/20-07/21 每日 0800-1800,0,,,粤航警484/26，北部湾，7月20日至21日，每天0800时至1800时，在以下四点连线海域内进行实弹射击： （1）21-15.98N，109-42.78E； （2）21-15.98N，109-46.27E； （3）21-14.56N，109-46.50E； （4）21-14.56N，109-42.78E。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/96bface8650d4e5a9d568e38157cd312.html?hav=1jWj6r2hy2JdE8tASjERxNohDU,2026-07-19T05:32:20.557092,2026-07-20,2026-07-21
2026-07-18,火箭发射—沪航警561/26,上海海事局,07/20 0600 至 07/22 1200,1,"31.203,123.7115",31-12.18N 123-42.69E,沪航警561/26，东海，2026年7月20日0600时至22日1200时，在以31-12.18N 123-42.69E为圆心，半径3千米的圆形海域内和以31-12.18N 123-42.69E为圆心，方位158°-194°，半径5千米的扇形的海域进行火箭发射。禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/15c875ed4da0467fb3a818dea65a6a39.html?hav=1jWj6r2hy2JdE8tASn6EX7sywM,2026-07-19T05:31:30.768475,2026-07-20,2026-07-22
2026-07-19,军事训练—桂航警159/26,广西海事局,07/19 1200-1700,4,"21.3833,108.79; 21.3833,108.9667; 21.2067,108.9667; 21.2067,108.79",21-23.00N 108-47.40E; 21-23.00N 108-58.00E; 21-12.40N 108-58.00E; 21-12.40N 108-47.40E,桂航警159/26，北部湾，7月19日1200时至1700时，在21-23.00N 108-47.40E；21-23.00N 108-58.00E；21-12.40N 108-58.00E；21-12.40N 108-47.40E连线海域范围内进行军事训练，禁止船舶驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/21071fb9bb3d426bb6a8f7585548d89a.html?hav=1jWj6r2hy2JdEALv1DNXFjoi1Z,2026-07-19T05:32:40.522658,2026-07-19,2026-07-19
2026-07-19,MILITARY TRAINING—GX63/26,广西海事局,07/19 0400-0900,4,"21.3833,108.79; 21.3833,108.9667; 21.2067,108.9667; 21.2067,108.79",21-23.00N 108-47.40E; 21-23.00N 108-58.00E; 21-12.40N 108-58.00E; 21-12.40N 108-47.40E,GX63/26 发布时间：2026-07-19 10:50 [字体： 大 中 小 ] 分享到： GX63/26 ，BEIBU BAY，MILITARY TRAINING IN AREA BOUNDED BY THE LINES JOINING 21-23.00N 108-47.40E；21-23.00N 108-58.00E；21-12.40N 108-58.00E；21-12.40N 108-47.40E FROM 190400 UTC TO 190900 UTC JUL. ENTERING PROHIBITED．GUANGXI MSA CHINA.,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/0330a0c614f2f992.html?hav=1jWj6r2hy2JdEALv1DNXFjoi1Z,2026-07-20T05:49:39.767857,2026-07-19,2026-07-19
2026-07-20,火箭残骸掉落—浙航警627/26,浙江海事局,07/22 0930-1130,4,"28.5833,123.6167; 28.6,124.0333; 27.8833,124.0667; 27.8667,123.65",28-35N 123-37E; 28-36N 124-02E; 27-53N 124-04E; 27-52N 123-39E,浙航警627/26，东海，7月22日0930时至1130时，在28-35N 123-37E、28-36N 124-02E、27-53N 124-04E、27-52N 123-39E诸点连线水域范围内有火箭残骸掉落，禁止驶入。,https://www.msa.gov.cn/html/cnmsa/hxaq/article/2026/4f314cab96a74e238b5b51f2ba2b9e78.html?hav=1jWj6r2hy2JdJztOp66c66KFta,2026-07-21T05:29:41.965150,2026-07-22,2026-07-22
